20:00:14 Reset everything (world change)
20:00:24 Reset everything (world change)
20:00:24 Reset everything (world change)
20:00:24 Reset everything (world change)
20:00:47 Reset everything (world change)
20:02:04 Added Nukekubi skulls at LorenzVec(x=-551.125, y=41.9375, z=-306.34375)
20:02:10 Added Nukekubi skulls at LorenzVec(x=-551.625, y=41.9375, z=-306.9375)
20:02:28 Added Nukekubi skulls at LorenzVec(x=-562.84375, y=42.03125, z=-311.65625)
20:02:30 Added Nukekubi skulls at LorenzVec(x=-588.0500257201646, y=27.22440843621399, z=-336.21090534979425)
20:02:37 Added Nukekubi skulls at LorenzVec(x=-579.0, y=31.53125, z=-330.25)
20:02:40 Added Nukekubi skulls at LorenzVec(x=-574.8958333333334, y=41.947916666666664, z=-312.1145833333333)
20:02:48 Added Nukekubi skulls at LorenzVec(x=-556.84375, y=41.09375, z=-304.09375)
20:02:53 Added Nukekubi skulls at LorenzVec(x=-565.0630757929855, y=41.701237002320106, z=-300.57312094616333)
20:02:54 Added enderman with beacon at LorenzVec(x=-588.8981481481482, y=11.34375, z=-339.712962962963)
20:02:57 Added flying beacons at LorenzVec(x=-590.0416666666667, y=11.145833333333332, z=-337.85416666666663)
20:02:57 Replaced flying beacon with sitting beacon at LorenzVec(x=-594.0, y=11.0, z=-330.0)
20:02:59 Removed sitting beacon LorenzVec(x=-594.0, y=11.0, z=-330.0)
20:03:03 Added enderman with beacon at LorenzVec(x=-589.6875, y=11.09375, z=-338.46875)
20:03:05 Added flying beacons at LorenzVec(x=-589.8125, y=12.21875, z=-342.5625)
20:03:11 Added enderman with beacon at LorenzVec(x=-582.4039351851852, y=12.0, z=-349.15895061728395)
20:03:20 Added Nukekubi skulls at LorenzVec(x=-576.46875, y=12.9375, z=-347.6875)
20:03:24 Added flying beacons at LorenzVec(x=-576.7013888888889, y=12.57638888888889, z=-353.09375)
20:03:24 Replaced flying beacon with sitting beacon at LorenzVec(x=-580.0, y=12.0, z=-362.0)
20:03:26 Added Nukekubi skulls at LorenzVec(x=-520.1805555555555, y=39.927083333333336, z=-301.89236111111114)
20:03:26 Removed sitting beacon LorenzVec(x=-580.0, y=12.0, z=-362.0)
20:03:26 Added Nukekubi skulls at LorenzVec(x=-583.96875, y=13.0, z=-360.5625)
20:03:29 Added enderman with beacon at LorenzVec(x=-576.21875, y=12.09375, z=-352.1875)
20:03:32 Added flying beacons at LorenzVec(x=-577.21875, y=11.5, z=-352.1875)
